what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1344911016589
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1344911020480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1344911025824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1344911028262
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1344911029746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1344911033543
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1344911125109
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1344911128187
opened,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1344911128594
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1344911128656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1344911135750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1344911135766
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1344911140516
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1344911145954
activated,editor,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1344911159376
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1344911162423
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1344911163751
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1344911262287
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1344911273756
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1344911273772
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1344911273787
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1344911273850
